Identifiant;Titre;Description;Domaine;Sous-domaine;Type de producteur;Direction;Service;Sous-direction / département;Boîte fonctionnelle;Précision domaine;Mots-clés;Données géolocalisées;Lien1;Lien2;Fréquence de mise à jour;Volumétrie;Type de format;Autres formats;Couverture géographique1;Couverture géographique2;Statut ouverture;Date de mise à jour;Actif / Inactif;Couverture géographique;Perspectives de diffusion
CAT-0138;Tableau de bord mensuel de suivi des crédits d'acquisition et de subvention (depuis 2020);Suivi des crédits d'acquisition du SIAF/de subventions pour les archives territoriales : services destinataires des crédits, montant de l'acquisition totale et de la subvention allouée, calendrier d'instruction (réception SIAF/transmission SDAFIG (Sous-direction des affaires financières et générales)), description du ou des documents;Archives;;Administration centrale;Direction générale des patrimoines et de l'architecture;Service interministériel des Archives de France;sous-direction  de la collecte , de la conservation et du numérique;data-snum@culture.gouv.fr;;subvention;;;;En continu;72 Ko;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0197;Périmètres délimités des abords des monuments historiques - Ille-et-Vilaine (Bretagne);Localisation des périmètres délimités des abords (PDA);Patrimoine;;Direction régionale des affaires culturelles;DRAC Bretagne;;UDAP 35;data-snum@culture.gouv.fr;Urbanisme;"périmètre délimité des abords (PDA) ; géoréférencement";Oui;;http://atlas.patrimoines.culture.fr/atlas/;En continu;;CSV;;Bretagne;;Non ouvert;2021-11-15;Actif;Bretagne;ouvrable
CAT-0326;Registres Matricules Militaires des conscrits d’outre-mer jusqu’à la classe 1921 et antérieurs à 1940;Base de données donnant accès aux images numérisées des registres matricules militaires des conscrits d’outre-mer postérieurs à 1921 et antérieurs à 1940, (délibération CNIL 2013-281 du 10 octobre 2013);Archives;;Service à compétence nationale;Archives nationales d’Outre-Mer;;;data-snum@culture.gouv.fr;Registres matricules;;;;;En continu;"793039 enregistrements
pour 479479 images";CSV;sql;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0387;Liste des Monuments historiques de Centre-Val de Loire;Liste des monuments historiques par commune, nature et date de la protection;Patrimoine;;Direction régionale des affaires culturelles;DRAC Centre-Val de Loire;;;data-snum@culture.gouv.fr;;"monument historique (MH) ; lieu culturel";;https://data.culture.gouv.fr/explore/dataset/liste-des-immeubles-proteges-au-titre-des-monuments-historiques/table/?refine.region=Centre-Val+de+Loire;;En continu;;ODS;;Centre-Val de Loire;;Ouvert;2021-11-15;Actif;Centre-Val de Loire;Ouvrable
CAT-0398;Liste des démarches administratives du ministère de la Culture;"Cartographie des démarches du ministère de la Culture accessibles en ligne (Mes Démarches et Démarches Simplifiées). 

Ce document permet de visualiser l'état de la dématérialisation, le nombre de dossiers reçus les années précédentes, la personne à contacter au sein du ministère pour obtenir des informations sur la démarche, le lien d'accès au formulaire en ligne, etc.";Gestion et administration;Organisation;Administration centrale;Secrétariat Général;Service du numérique;"Ligne de produits ""Grand Public""";demarches.administration@culture.gouv.fr;;statistiques;;https://data.culture.gouv.fr/explore/dataset/cartographie-des-demarches-du-ministere-de-la-culture-accessibles-en-ligne;;En continu;Environ 300 démarches recensées actuellement;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0422;Conctractualisations spectacle vivant et arts plastiques - DRAC Bourgogne Franche-Comté;Liste des conventions pluriannuelles d'objectifs (CPO), conventions pluriannuelles de moyens (COM);Pluridisciplinaire;;Direction régionale des affaires culturelles;DRAC Bourgogne-France-Comté;;Pôle CIAC;data-snum@culture.gouv.fr;Musique, danse, théâtre, arts plastiques;"convention pluriannuelles d'objectifs (CPO) ; convention pluriannuelles de moyens (COM)";;;;En continu;39 Ko;ODS;;Bourgogne-Franche-Comté;;Non ouvert;2021-11-15;Actif;Bourgogne-Franche-Comté;Ouvrable
CAT-0473;Vidéos et audios de toutes les opérations liées au service;Fichiers vidéos et audios de toutes les opérations liées au service (archives journalistiques / télévisuelles, documentaires, présentations, missions archéologiques sous-marines…) produites par le DRASSM;Patrimoine;Archéologie;Service à compétence nationale;Département des recherches archéologiques subaquatiques et sous-marines (DRASSM);;;le-drassm@culture.gouv.fr;Archéologie maritime;budget;;;;En continu;plusieurs dizaines de To;;"avi ; ts ; wmv ; mpg ; mp3 ; mp4";France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0516;Rapports de fouilles de la région Provence-Alpes-Côte d'Azur;L'ensemble des rapports de fouilles des 6 départements de la région Provence-Alpes-Côte d'Azur;Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Provence-Alpes-Côte d'Azur;;;data-snum@culture.gouv.fr;;opération archéologique;;;https://culture.eligis-web.com;En continu;345 Go, supérieur à 10 000 enregistrements;XLS;pdf;Provence-Alpes-Côte d’Azur;;Non ouvert;2021-11-15;Actif;Provence-Alpes-Côte d’Azur;Ouvrable
CAT-0645;Offre de formations spectacle vivant;Offre de formations des établissements d'enseignement supérieur du spectacle vivant;Spectacle vivant;;Administration centrale;Direction générale de la création artistique;Sous-direction des enseignements spécialisés et supérieurs et de la recherche;;data-snum@culture.gouv.fr;;enseignement supérieur culture (ESC);;;;Annuelle;;;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0687;Base des lieux et équipements culturels (Basilic);Recensement de l'ensemble des lieux, sites et équipements culturels (Basilic);;;Administration centrale;Secrétariat Général;Département des études, de la prospective, des statistiques et de la documentation;;contact.deps@culture.gouv.fr;;"statistiques ; lieu culturel";;https://data.culture.gouv.fr/explore/dataset/base-des-lieux-et-des-equipements-culturels;;Annuelle;71 558 lignes;XLS;SAS;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0716;Pensions et secours aux combattants et victimes des révolutions de 1789, 1830 et 1848;Ce jeu de données recense les dossiers d'indemnités (pensions, secours, récompense honorifique), attribués aux combattants et victimes des révolutions de 1789, 1830 et 1848 à partir de la monarchie de Juillet.;Archives;;Service à compétence nationale;Archives nationales;;Direction des fonds / Département Justice et Intérieur / Pôle Intérieur;;Histoire;histoire;;https://data.culture.gouv.fr/explore/dataset/pensions-et-secours-aux-combattants-et-victimes-des-revolutions/;;Aucune;5343 enregistrements;XML;XLSX;France entière;;Ouvert;2022-05-16;Actif;France entière;Ouvrable
CAT-0723;Accès anticipé aux archives publiques;Le présent jeu de données agrège l'ensemble des données relatives aux demandes d'accès anticipé aux archives publiques non librement communicables qui ont obtenu une réponse au cours de l'année 2021, à l'exception de celles instruites par les services relevant du ministère des Armées et du ministère de l'Europe et des affaires étrangères.;Archives;;Administration centrale;Direction générale des patrimoines et de l'architecture;Service interministériel des archives de France;;;;;;https://data.culture.gouv.fr/explore/dataset/acces-anticipe-aux-archives-publiques/;;;;CSV;XLS;;;Ouvert;2022-10-21;Actif;;Ouvrable
CAT-0132;Règles juridiques d’accès aux documents publics;Ce jeux de de données juridique référence plusieurs centaines de dispositions particulières en matière d’accès aux docupments administratifs et archives publiques, inscrites dans les textes législatifs et réglementaires français.;Archives;;Administration centrale;Direction générale des patrimoines et de l'architecture;Service interministériel des Archives de France;Sous-direction du pilotage, de la communication et de la valorisation des archives;data-snum@culture.gouv.fr;;;;https://data.culture.gouv.fr/explore/dataset/regles-juridiques-dacces-aux-documents-publics;;En continu;49 Ko;ODS;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0174;Référentiel d'indexation des types de documents dans les inventaires des fonds des Archives Nationales;Référentiel pour l'indexation de la nature des documents décrits dans les inventaires des fonds des Archives Nationales (AN);Archives;;Service à compétence nationale;Archives nationales;;Direction du numérique et de la conservation / Département de l'administration des données;data-snum@culture.gouv.fr;;référentiel;;http://data.culture.fr/entrepot/ARCHIVESNATIONALES/FRAN_RI_001_TypesDeDocuments.csv;;Aucune;265 notices dans un fichier XML unique;XML;;France entière;;Non ouvert;2023-06-07;Actif;France entière;Ouvrable
CAT-0317;Suivi des opérations de numérisation des phototypes : diapositives et négatifs;Fichiers numérisation des phototypes;Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Occitanie;;Pôle Patrimoines et Architecture/ Service régional de l'archéologie;data-snum@culture.gouv.fr;;;;;;Annuelle;;XLS;ods;Occitanie;;Non ouvert;2021-11-15;Actif;Occitanie;Ouvrable
CAT-0434;Librairies aidées en Bourgogne Franche-Comté;Liste des librairies soutenues en Bourgogne Franche-Comté;Livres et Presse;Livre;Direction régionale des affaires culturelles;DRAC Bourgogne-France-Comté;;Pôle CIAC;data-snum@culture.gouv.fr;;"subvention ; librairie";;;;Annuelle;33 Ko;ODS;;Bourgogne-Franche-Comté;;Non ouvert;2021-11-15;Actif;Bourgogne-Franche-Comté;Ouvrable
CAT-0455;Veille informationnelle et documentaire - DRAC Bourgogne Franche-Comté;Curation de contenus :  articles, rapports, revues, textes juridiques en ligne sur l'action publique et les politiques culturelles;Pluridisciplinaire;;Direction régionale des affaires culturelles;DRAC Bourgogne-France-Comté;;Service Information-documentation;data-snum@culture.gouv.fr;"Politique culturelle ; Action publique ; Aménagement du territoire ; Actualité régionale";documentation;;;"https://www.inoreader.com/stream/user/1006582180/tag/REGION/view/html?cs=m ; https://www.inoreader.com/stream/user/1006582180/tag/POLITIQUE%20CULTURELLE/view/html";En continu;7,7 Mo;JSON;opml;Bourgogne-Franche-Comté;France entière;Non ouvert;2021-11-15;Actif;Bourgogne-Franche-Comté,France entière;Ouvrable
CAT-0538;Œuvres des musées de France venues au Centre de recherche et de restauration des musées de France pour analyse ou restauration;Notices descriptives des œuvres ayant été étudiées au laboratoire de recherche ou restaurées dans les ateliers du Centre de recherche et de restauration des musées de France entre 1931 et aujourd'hui;Patrimoine;Musées;Service à compétence nationale;Centre de recherche et de restauration des musées de France (C2RMF);;Filière Archives et Documentation;rv-doc.paris-c2rmf@culture.gouv.fr;;;;https://data.culture.gouv.fr/explore/dataset/notices-d-oeuvres-du-c2rmf/;;En continu;Environ 80 000 notices;CSV;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0539;Rapports et documentation sur les œuvres des musées de France venues au Centre de recherche et de restauration des musées de France pour analyse ou restauration;Notices descriptives des documents produits dans le cadre de l'étude ou de la restauration d'œuvres venues au Centre de recherche et de restauration des musées de France entre 1931 et aujourd'hui (rapports de laboratoire, rapports de restauration, études préalables, constats d'état, fiches de santé, correspondance...);Patrimoine;Musées;Service à compétence nationale;Centre de recherche et de restauration des musées de France (C2RMF);;Filière Archives et Documentation;rv-doc.paris-c2rmf@culture.gouv.fr;;"documentation ; bibliographie";;https://data.culture.gouv.fr/explore/dataset/notices-de-documents-du-c2rmf/;;En continu;Environ 90 000 notices descriptives;CSV;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0058;Exploitation cinématographique  - Données par commune;Parc et résultats de fréquentation des cinémas selon la commune d'implantation;Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France métropolitaine;;Ouvert;2021-11-15;Actif;France métropolitaine;Ouvrable
CAT-0187;Archives des opérations d'archéologie de Bretagne;Liste des dossiers d'archives des opérations archéologiques actuellement disponibles au service;Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Bretagne;;Service de l'archéologie;data-snum@culture.gouv.fr;fouille archéologique;opération archéologique;;;;En continu;;ODS;;Bretagne;;Non ouvert;2021-11-15;Actif;Bretagne;Ouvrable partiellement
CAT-0221;Dispositifs d'éducation à l'image en Pays de la Loire;Dispositifs d'éducation à l'image (école, collège et lycée au cinéma) et cinéma d'art et d'essai en Pays de la Loire;Audiovisuel;Film et cinéma;Direction régionale des affaires culturelles;DRAC Pays de la Loire;;Pôle CICACT;data-snum@culture.gouv.fr;;;;;;Annuelle;1 Mo;XLS;;Pays de la Loire;;Non ouvert;2021-11-15;Actif;Pays de la Loire;Ouvrable
CAT-0708;Vocabulaires scientifiques du Service des musées de France;Les vocabulaires scientifiques du SMF, produits et mutualisés, sont des données publiques, librement réutilisables. C’est pourquoi ces vocabulaires sont actualisés et rendus consultables sur Opentheso. Les seize vocabulaires du Service des musées de France sont régulièrement enrichis à la suite des versements de nouvelles notices dans Joconde.;Patrimoine;Musées;Administration centrale;Direction générale des patrimoines et de l'architecture;Service des musées de France;sous-direction des collections;;;référentiel;;;"https://www.culture.gouv.fr/Thematiques/Musees/Pour-les-professionnels/Conserver-et-gerer-les-collections/Informatiser-les-collections-d-un-musee-de-France/Vocabulaires-scientifiques-du-Service-des-musees-de-France/Telecharger-les-vocabulaires-scientifiques-du-Service-des-musees-de-France ; https://opentheso.huma-num.fr/opentheso/";En continu;16 fichiers;JSON;XLS, PDF;France entière;;Non ouvert;2021-12-15;Actif;France entière;Ouvrable
